x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database
6.996536,-0.82015926,3279,1,I,I-E,8,flsh
8.195942,7.693063,3280,1,I,I-B,12,flsh
10.233561,3.867314,3281,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6,flsh
5.0131865,4.542816,3282,2,II,II-D,1,flsh
9.466013,10.949762,3283,1,I,I-B,8,flsh
10.010536,0.69697344,3284,1,III,III-B,7,flsh
6.3058515,14.140188,3285,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1,flsh
4.617774,1.122482,3286,1,I,I-E,8,flsh
10.195535,-0.27420047,3287,1,III,III-D,7,flsh
12.294428,1.0013539,3288,1,III,III-D,8,flsh
10.129419,-0.013536268,3289,1,III,III-D,4,flsh
5.16937,-1.4307485,3290,1,I,I-E,8,flsh
11.02465,1.1647682,3291,1,III,III-D,13,flsh
6.0604467,6.293473,3292,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
10.163614,3.5212336,3293,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
6.181968,1.9819403,3294,1,I,I-G,7,flsh
1.1339096,7.823527,3295,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2,flsh
9.902824,9.079857,3296,1,I,I-B,8,flsh
4.2191014,0.5067762,3297,1,I,I-E,3,flsh
10.917091,-0.07293143,3298,1,III,III-C,3,flsh
7.146408,2.6061823,3299,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,9,flsh
1.4685026,8.064874,3300,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4,flsh
7.3726053,5.1597447,3301,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1,flsh
6.9749293,1.8185223,3302,1,I,I-G,4,flsh
5.002365,4.747027,3303,2,II,II-D,1,flsh
7.6158085,15.027652,3304,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2,flsh
11.066526,1.5350474,3305,1,III,III-A,10,flsh
11.119883,0.36725336,3306,1,III,III-D,5,flsh
10.284865,-0.71178174,3307,1,III,III-D,7,flsh
7.6313524,6.3754745,3308,1,I,I-D,5,flsh
14.124475,3.2071223,3309,1,I,I-C,10,flsh
9.5951395,2.7975566,3310,1,III,III-A,17,flsh
8.208442,8.9761715,3311,1,I,I-B,13,flsh
4.712195,5.6022744,3312,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
4.988565,5.8158035,3313,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4,flsh
4.8590865,5.6039457,3314,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,6,flsh
5.5053473,8.411293,3315,2,V,V-A,1,flsh
5.916634,7.532193,3316,1,I,I-F,10,flsh
5.026283,6.592551,3317,2,II,II-D,1,flsh
1.2941518,5.8353057,3318,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
10.4581,1.8192387,3319,1,III,III-A,5,flsh
5.2450705,-0.13885997,3320,1,I,I-E,3,flsh
5.472163,2.7423916,3321,1,I,I-G,3,flsh
4.9496303,3.5146341,3322,1,I,I-F,6,flsh
5.690688,3.5865219,3323,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4,flsh
6.0674887,5.081645,3324,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2,flsh
5.0011325,6.095099,3325,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8,flsh
17.933535,-1.4858357,3326,2,V,V-F2,1,flsh
8.291756,3.2233365,3327,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,29,flsh
8.835448,0.6978192,3328,1,III,III-B,10,flsh
3.6952772,6.1223025,3329,1,I,I-F,6,flsh
7.20653,3.8902485,3330,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
7.571173,15.133383,3331,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2,flsh
1.888234,7.378289,3332,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2,flsh
9.433362,10.193904,3333,1,I,I-B,8,flsh
10.382006,2.3293743,3334,1,III,III-A,6,flsh
11.995525,1.999689,3335,1,III,III-D,12,flsh
