x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database
24.652622,6.7833667,15101,1.0,III,III-A,9.0,benchmark
23.497103,12.531473,15102,1.0,III,III-A,5.0,benchmark
24.67428,6.802039,15103,1.0,III,III-A,9.0,benchmark
23.498402,12.533314,15104,1.0,III,III-A,5.0,benchmark
24.665659,6.7833586,15105,1.0,III,III-A,9.0,benchmark
24.65943,6.785896,15106,1.0,III,III-A,9.0,benchmark
24.626352,6.769066,15107,1.0,III,III-A,9.0,benchmark
24.663712,6.7883725,15108,1.0,III,III-A,9.0,benchmark
-6.943709,5.699258,15109,1.0,III,III-A,9.0,benchmark
-6.9437275,5.699321,15110,1.0,III,III-A,9.0,benchmark
-6.9439096,5.699208,15111,1.0,III,III-A,9.0,benchmark
24.659372,6.7928247,15112,1.0,III,III-A,9.0,benchmark
23.39145,12.629174,15113,1.0,III,III-A,5.0,benchmark
-3.6368449,-9.3010025,15114,1.0,III,III-A,9.0,benchmark
23.396688,12.627296,15115,1.0,III,III-A,5.0,benchmark
-3.636949,-9.301126,15116,1.0,III,III-A,9.0,benchmark
24.654667,6.7833824,15117,1.0,III,III-A,9.0,benchmark
23.402918,12.621385,15118,1.0,III,III-A,5.0,benchmark
-3.636963,-9.301241,15119,1.0,III,III-A,9.0,benchmark
-3.636967,-9.301141,15120,1.0,III,III-A,9.0,benchmark
-3.6370065,-9.301168,15121,1.0,III,III-A,9.0,benchmark
23.395145,12.629028,15122,1.0,III,III-A,5.0,benchmark
24.660183,6.7928395,15123,1.0,III,III-A,9.0,benchmark
24.685276,6.818738,15124,1.0,III,III-A,9.0,benchmark
0.40560696,23.112951,15125,1.0,III,III-A,9.0,benchmark
23.40262,12.621243,15126,1.0,III,III-A,5.0,benchmark
23.395567,12.628894,15127,1.0,III,III-A,5.0,benchmark
23.39612,12.627531,15128,1.0,III,III-A,5.0,benchmark
23.396421,12.627186,15129,1.0,III,III-A,5.0,benchmark
23.39665,12.625227,15130,1.0,III,III-A,5.0,benchmark
23.400633,12.62751,15131,1.0,III,III-A,5.0,benchmark
24.672956,6.8049707,15132,1.0,III,III-A,9.0,benchmark
23.39702,12.626814,15133,1.0,III,III-A,5.0,benchmark
0.40170908,23.116896,15134,1.0,III,III-A,9.0,benchmark
23.39697,12.626827,15135,1.0,III,III-A,5.0,benchmark
21.216833,15.016514,15136,1.0,III,III-A,9.0,benchmark
23.397112,12.627168,15137,1.0,III,III-A,5.0,benchmark
23.39716,12.626691,15138,1.0,III,III-A,5.0,benchmark
24.665314,6.7987685,15139,1.0,III,III-A,9.0,benchmark
23.367857,12.655814,15140,1.0,III,III-A,5.0,benchmark
0.93325514,2.0926342,15141,1.0,III,III-A,6.0,benchmark
0.9932992,9.701302,15142,1.0,III,III-A,12.0,benchmark
-9.263946,9.9996195,15143,1.0,I,I-E,11.0,benchmark
-2.8671372,11.315546,15144,1.0,I,I-E,11.0,benchmark
-9.2640705,9.999672,15145,1.0,I,I-E,11.0,benchmark
-2.8826067,11.331342,15146,1.0,I,I-E,11.0,benchmark
15.493909,2.1962578,15147,1.0,I,I-E,8.0,benchmark
1.7405605,-6.2263045,15148,2.0,II,II-A,4.0,benchmark
11.4410515,8.386032,15149,1.0,I,I-F_T,9.0,flsh
6.2077436,6.5586123,15150,1.0,I,I-E,8.0,benchmark
6.852437,2.68294,15151,1.0,I,I-F,6.0,flsh
11.471201,8.420185,15152,1.0,I,I-F_T,10.0,flsh
7.2715592,11.262777,15153,1.0,I,I-F,7.0,benchmark
0.73053867,4.8379197,15154,1.0,I,I-F,6.0,benchmark
1.8064871,-1.9925845,15155,1.0,III,III-D,11.0,benchmark
1.7735239,-2.054312,15156,1.0,III,III-D,4.0,benchmark
11.023758,-0.10951612,15157,1.0,I,I-C,5.0,benchmark
4.915969,-12.692088,15158,1.0,I,I-C,11.0,benchmark
